rennen,jahr,stage_id,stage_num,km,hm,ps,D,parcours_type,terrain,sicherheit,avg_speed_winner,won_how,win_type,startlist_quality
TdF,2019,10,10,217.5,3031.0,85.0,0.39080459770114945,Hills flat finish,Rolling,0.3914257810248859,45.054,Sprint of large group,Large group sprint,1699.0
TdF,2019,11,11,167.0,1827.0,43.0,0.25748502994011974,Hills flat finish,Rolling,0.5129182852965747,43.3,Sprint of large group,Large group sprint,1699.0
TdF,2019,12,12,209.5,3088.0,177.0,0.8448687350835322,Mountains flat finish,Hilly_Difficult,0.6825976800976801,42.198,Sprint of 14 riders,Small group sprint,1699.0
TdF,2019,14,14,111.0,3376.0,359.0,3.234234234234234,Mountains uphill finish,Hilly_Difficult,0.428878565878566,34.991,0.2 km solo,Solo,1699.0
TdF,2019,15,15,185.0,4345.0,365.0,1.972972972972973,Mountains uphill finish,Mountain,0.5478324365585396,38.667,9 km solo,Solo,1699.0
TdF,2019,16,16,177.0,1626.0,29.0,0.1638418079096045,Hills flat finish,Rolling,0.4291070755225166,44.785,Sprint of large group,Large group sprint,1699.0
TdF,2019,17,17,200.0,2472.0,85.0,0.425,Hills flat finish,Hilly_Difficult,0.6230147509766149,45.872,14 km solo,Solo,1699.0
TdF,2019,18,18,208.0,5215.0,232.0,1.1153846153846154,Mountains flat finish,High_Mountain,0.3285396443833944,37.337,26 km solo,Solo,1699.0
TdF,2019,19,19,89.0,2995.0,317.0,3.561797752808989,Mountains uphill finish,Mountain,0.33532629967716265,33.27,,,1699.0
TdF,2019,20,20,59.5,2228.0,267.0,4.487394957983193,Mountains uphill finish,Hilly,0.29829086885336875,31.908,12 km solo,Solo,1699.0
TdF,2019,21,21,128.0,781.0,10.0,0.078125,Flat,Flat,0.7550049641513454,41.709,Sprint of large group,Large group sprint,1699.0
TdF,2020,1,1,156.0,1597.0,46.0,0.2948717948717949,Hills flat finish,Rolling,0.5572867063492063,41.35,Sprint of large group,Large group sprint,1662.0
TdF,2020,2,2,185.0,4066.0,188.0,1.0162162162162163,Mountains flat finish,Mountain,0.38548878511194684,37.57,Sprint of small group,Small group sprint,1662.0
TdF,2020,3,3,198.0,3003.0,81.0,0.4090909090909091,Hills flat finish,Hilly_Difficult,0.41127437464496297,37.39,Sprint of large group,Large group sprint,1662.0
TdF,2020,4,4,160.5,3200.0,200.0,1.2461059190031152,Mountains uphill finish,Medium_Mountain,0.5195047258297258,38.86,Sprint of small group,Small group sprint,1662.0
TdF,2020,5,5,183.0,1388.0,31.0,0.16939890710382513,Flat,Hilly,0.5187322195348512,42.01,Sprint of large group,Large group sprint,1662.0
TdF,2020,6,6,191.0,3087.0,227.0,1.1884816753926701,Mountains uphill finish,Hilly_Difficult,0.4206277958152959,42.04,17 km solo,Solo,1662.0
TdF,2020,7,7,168.0,2011.0,47.0,0.27976190476190477,Hills flat finish,Rolling,0.5114645515303411,47.54,Sprint of large group,Large group sprint,1662.0
TdF,2020,8,8,141.0,3821.0,295.0,2.0921985815602837,Mountains flat finish,Medium_Mountain,0.3838952318106731,34.93,35 km solo,Solo,1662.0
TdF,2020,9,9,153.0,3500.0,239.0,1.5620915032679739,Mountains flat finish,Mountain,0.39093055025040313,39.02,Sprint of small group,Small group sprint,1662.0
TdF,2020,10,10,168.5,531.0,2.0,0.011869436201780416,Flat,Flat,0.8062548701298702,46.94,Sprint of large group,Large group sprint,1662.0
TdF,2020,11,11,166.5,1008.0,13.0,0.07807807807807808,Flat,Flat,0.7528531282421571,41.62,Sprint of large group,Large group sprint,1662.0
TdF,2020,12,12,218.0,3389.0,142.0,0.6513761467889908,Hills uphill finish,Medium_Mountain,0.8174304625929628,42.36,28 km solo,Solo,1662.0
TdF,2020,13,13,191.5,4459.0,302.0,1.577023498694517,Mountains uphill finish,Mountain,0.5455295499027117,38.07,0.1 km solo,Solo,1662.0
TdF,2020,14,14,194.0,2646.0,73.0,0.37628865979381443,Mountains flat finish,Hilly_Difficult,0.40124100289545334,43.41,3 km solo,Solo,1662.0
TdF,2020,15,15,174.5,3724.0,390.0,2.2349570200573066,Mountains uphill finish,Medium_Mountain,0.4134607683982685,38.18,Sprint à deux,Sprint à deux,1662.0
TdF,2020,16,16,164.0,3903.0,250.0,1.524390243902439,Mountains uphill finish,Mountain,0.731349956212089,38.91,25 km solo,Solo,1662.0
TdF,2020,17,17,170.0,4430.0,444.0,2.611764705882353,Mountains uphill finish,Mountain,0.5124871820244266,35.28,3.5 km solo,Solo,1662.0
TdF,2020,18,18,175.0,5166.0,314.0,1.7942857142857143,Mountains flat finish,High_Mountain,0.9060119460862497,36.52,Other,Unknown type,1662.0
TdF,2020,19,19,166.5,2208.0,77.0,0.4624624624624625,Hills flat finish,Hilly_Difficult,0.46788138954857283,46.13,16 km solo,Solo,1662.0
TdF,2020,21,21,122.0,816.0,11.0,0.09016393442622951,Flat,Flat,0.7648409302685617,42.18,Sprint of large group,Large group sprint,1662.0
TdF,2021,1,1,197.8,2843.0,109.0,0.551061678463094,Hills uphill finish,Hilly_Difficult,0.7451202240827629,42.525,2.2 km solo,Solo,1646.0
TdF,2021,2,2,183.5,2210.0,102.0,0.555858310626703,Hills uphill finish,Hilly_Difficult,0.6919751023131456,42.592,0.75 km solo,Solo,1646.0
TdF,2021,3,3,182.9,1534.0,34.0,0.1858939311098961,Hills flat finish,Rolling,0.4722518315018314,45.447,Sprint of large group,Large group sprint,1646.0
TdF,2021,4,4,150.4,1404.0,24.0,0.15957446808510636,Flat,Rolling,0.5853868374272785,45.056,Sprint of large group,Large group sprint,1646.0
TdF,2021,6,6,160.4,977.0,5.0,0.031172069825436407,Flat,Flat,0.8191150330040619,48.704,Sprint of large group,Large group sprint,1646.0
TdF,2021,7,7,249.1,3120.0,146.0,0.586109995985548,Hills flat finish,Hilly_Difficult,0.49404423561633387,45.521,18 km solo,Solo,1646.0
TdF,2021,8,8,150.8,3557.0,310.0,2.055702917771883,Mountains flat finish,Medium_Mountain,0.3954625270562771,38.554,15.4 km solo,Solo,1646.0
TdF,2021,9,9,144.9,4628.0,381.0,2.629399585921325,Mountains uphill finish,High_Mountain,0.6783947313361769,32.596,17.3 km solo,Solo,1646.0
TdF,2021,10,10,190.7,1488.0,29.0,0.15207131620346095,Hills flat finish,Flat,0.4129021296363595,45.027,Sprint of large group,Large group sprint,1646.0
TdF,2021,11,11,198.9,4671.0,282.0,1.4177978883861238,Mountains flat finish,Mountain,0.5592728860192098,37.562,33.1 km solo,Solo,1646.0
TdF,2021,12,12,159.4,2052.0,52.0,0.3262233375156838,Hills flat finish,Rolling,0.5428640873015874,47.3,11.8 km solo,Solo,1646.0
TdF,2021,13,13,219.9,2023.0,29.0,0.1318781264211005,Hills flat finish,Flat,0.6381929981782922,43.332,Sprint of large group,Large group sprint,1646.0
TdF,2021,14,14,183.7,2877.0,125.0,0.6804572672836147,Mountains flat finish,Hilly_Difficult,0.7413674289891397,43.01,42.7 km solo,Solo,1646.0
TdF,2021,15,15,191.3,4572.0,234.0,1.2232096184004182,Mountains flat finish,Mountain,0.35805839605655776,36.777,19.5 km solo,Solo,1646.0
TdF,2021,16,16,169.0,3260.0,177.0,1.047337278106509,Mountains flat finish,Medium_Mountain,0.5100793650793651,41.904,34.6 km solo,Solo,1646.0
TdF,2021,17,17,178.4,4375.0,450.0,2.522421524663677,Mountains uphill finish,Mountain,0.5540165519600463,35.267,Sprint of small group,Small group sprint,1646.0
TdF,2021,18,18,129.7,3561.0,367.0,2.829606784888204,Mountains uphill finish,Hilly_Difficult,0.4706556221556224,36.407,0.6 km solo,Solo,1646.0
TdF,2021,19,19,207.0,1181.0,16.0,0.07729468599033816,Hills flat finish,Flat,0.7710457915837177,47.901,26 km solo,Solo,1646.0
TdF,2021,21,21,108.4,699.0,14.0,0.12915129151291513,Flat,Flat,0.8032585889987205,40.748,Sprint of large group,Large group sprint,1646.0
TdF,2022,2,2,202.2,1149.0,11.0,0.05440158259149357,Flat,Flat,0.7892779344408604,44.186,Sprint of large group,Large group sprint,1551.0
TdF,2022,3,3,182.0,1280.0,16.0,0.08791208791208792,Flat,Flat,0.7809390221813792,43.411,Sprint of large group,Large group sprint,1551.0
TdF,2022,4,4,171.5,1785.0,63.0,0.3673469387755102,Flat,Rolling,0.4278829365079364,42.591,11.6 km solo,Solo,1551.0
TdF,2022,5,5,157.0,601.0,1.0,0.006369426751592357,Flat,Flat,0.8186239177489176,48.661,Sprint of small group,Small group sprint,1551.0
TdF,2022,6,6,219.9,2477.0,85.0,0.38653933606184626,Hills uphill finish,Rolling,0.4364764718576992,49.376,Sprint of small group,Small group sprint,1551.0
TdF,2022,7,7,176.3,2526.0,192.0,1.0890527509926262,Mountains uphill finish,Hilly_Difficult,0.40388347763347754,44.321,Sprint à deux,Sprint à deux,1551.0
TdF,2022,8,8,186.3,2556.0,87.0,0.46698872785829304,Hills uphill finish,Hilly_Difficult,0.7047353627902812,44.164,Sprint of small group,Small group sprint,1551.0
TdF,2022,9,9,192.9,3743.0,223.0,1.1560393986521513,Hills uphill finish,Medium_Mountain,0.5705225108225106,40.377,60.5 km solo,Solo,1551.0
TdF,2022,10,10,148.1,2733.0,143.0,0.9655638082376773,Mountains uphill finish,Medium_Mountain,0.784886093073593,44.691,Sprint of small group,Small group sprint,1551.0
TdF,2022,11,11,151.7,4070.0,400.0,2.636783124588003,Mountains uphill finish,Mountain,0.5876022876790057,35.275,3.9 km solo,Solo,1551.0
TdF,2022,12,12,165.1,4660.0,389.0,2.3561477892186553,Mountains uphill finish,High_Mountain,0.676134072648198,33.534,11 km solo,Solo,1551.0
TdF,2022,13,13,192.6,2109.0,78.0,0.40498442367601245,Hills flat finish,Rolling,0.4439998329156223,45.667,Sprint of small group,Small group sprint,1551.0
TdF,2022,14,14,192.5,3441.0,170.0,0.8831168831168831,Hills flat finish,Medium_Mountain,0.8421827380952387,42.638,1.9 km solo,Solo,1551.0
TdF,2022,15,15,202.5,2416.0,64.0,0.3160493827160494,Hills flat finish,Rolling,0.3938980989234439,45.429,Sprint of large group,Large group sprint,1551.0
TdF,2022,16,16,178.5,3418.0,204.0,1.1428571428571428,Mountains flat finish,Medium_Mountain,0.4876832251082251,40.602,39 km solo,Solo,1551.0
TdF,2022,17,17,129.7,3364.0,324.0,2.4980724749421745,Mountains uphill finish,Hilly_Difficult,0.46443064574314574,37.806,Sprint à deux,Sprint à deux,1551.0
TdF,2022,18,18,143.2,4036.0,408.0,2.849162011173185,Mountains uphill finish,High_Mountain,0.6132096081518276,35.825,3.6 km solo,Solo,1551.0
TdF,2022,19,19,188.3,1316.0,35.0,0.18587360594795538,Hills uphill finish,Hilly,0.44244467374730545,48.684,0.4 km solo,Solo,1551.0
TdF,2022,21,21,115.6,748.0,13.0,0.11245674740484429,Flat,Flat,0.8027987294138608,38.85,Sprint of large group,Large group sprint,1551.0
TdF,2023,1,1,182.0,3221.0,166.0,0.9120879120879121,Hills uphill finish,Medium_Mountain,0.6730714285714285,41.55,0.35 km solo,Solo,1584.0
TdF,2023,2,2,208.9,2949.0,141.0,0.67496409765438,Hills flat finish,Hilly_Difficult,0.7000397857688333,43.726,0.95 km solo,Solo,1584.0
TdF,2023,3,3,193.5,2667.0,68.0,0.35142118863049093,Hills flat finish,Rolling,0.359713374452345,40.989,Sprint of large group,Large group sprint,1584.0
TdF,2023,4,4,181.8,1427.0,20.0,0.11001100110011,Flat,Flat,0.7601943303944079,41.09,Sprint of large group,Large group sprint,1584.0
TdF,2023,5,5,162.7,3652.0,239.0,1.468961278426552,Mountains flat finish,Mountain,0.39114483596468885,41.17,20.2 km solo,Solo,1584.0
TdF,2023,6,6,144.9,3894.0,310.0,2.139406487232574,Mountains uphill finish,Mountain,0.5042761384856975,37.083,2.7 km solo,Solo,1584.0
TdF,2023,7,7,169.9,808.0,7.0,0.04120070629782225,Flat,Flat,0.8415415410290605,45.013,Sprint of large group,Large group sprint,1584.0
TdF,2023,8,8,200.7,1996.0,61.0,0.3039362232187344,Hills flat finish,Rolling,0.5369342320261438,47.704,Sprint of large group,Large group sprint,1584.0
TdF,2023,9,9,182.4,3441.0,273.0,1.4967105263157894,Mountains uphill finish,Medium_Mountain,0.40048991702741715,42.144,0.44 km solo,Solo,1584.0
TdF,2023,10,10,167.2,3151.0,118.0,0.7057416267942584,Hills flat finish,Medium_Mountain,0.7555634920634919,43.136,Sprint of small group,Small group sprint,1584.0
TdF,2023,11,11,179.3,1873.0,34.0,0.18962632459564974,Hills flat finish,Hilly,0.3733086431112747,44.62,Sprint of large group,Large group sprint,1584.0
TdF,2023,12,12,168.8,3120.0,147.0,0.8708530805687204,Hills flat finish,Medium_Mountain,0.7374166666666667,43.712,30.8 km solo,Solo,1584.0
TdF,2023,13,13,137.8,2413.0,260.0,1.8867924528301885,Mountains uphill finish,Medium_Mountain,0.5412485119047619,41.853,11.7 km solo,Solo,1584.0
TdF,2023,14,14,151.8,4281.0,308.0,2.0289855072463765,Mountains flat finish,High_Mountain,0.5547813797292317,38.149,8 km solo,Solo,1584.0
TdF,2023,15,15,179.0,4483.0,335.0,1.8715083798882681,Mountains uphill finish,Mountain,0.5139347751921285,38.255,10.8 km solo,Solo,1584.0
TdF,2023,17,17,165.7,5399.0,445.0,2.6855763427881714,Mountains flat finish,High_Mountain,0.7442793903970165,34.386,13.1 km solo,Solo,1584.0
TdF,2023,18,18,184.9,1216.0,18.0,0.0973499188750676,Flat,Flat,0.7820558728015193,44.951,Sprint of small group,Small group sprint,1584.0
TdF,2023,19,19,172.8,1934.0,50.0,0.28935185185185186,Hills flat finish,Rolling,0.4282932852965747,49.13,Sprint of 3 riders,Small group sprint,1584.0
TdF,2023,20,20,133.5,3471.0,303.0,2.269662921348315,Mountains flat finish,Medium_Mountain,0.35836999458874463,38.64,Sprint of 5 riders,Small group sprint,1584.0
TdF,2023,21,21,115.1,577.0,14.0,0.12163336229365769,Flat,Flat,0.8184009258285571,39.19,Sprint of large group,Large group sprint,1584.0
Vuelta,2010,2,2,173.0,2506.0,80.0,0.4624277456647399,Flat,Hilly_Difficult,0.5450954922634907,37.652,Sprint of large group,Large group sprint,1123.0
Vuelta,2010,3,3,156.0,2868.0,178.0,1.141025641025641,Hills uphill finish,Medium_Mountain,0.6711157467532466,38.018,0.6 km solo,Solo,1123.0
Vuelta,2010,4,4,177.0,3442.0,171.0,0.9661016949152542,Hills uphill finish,Medium_Mountain,0.6781886904761905,35.343,Sprint of small group,Small group sprint,1123.0
Vuelta,2010,5,5,194.0,1763.0,23.0,0.11855670103092783,Flat,Flat,0.6358775056642704,38.34,Sprint of large group,Large group sprint,1123.0
Vuelta,2010,6,6,144.0,1243.0,56.0,0.3888888888888889,Hills flat finish,Rolling,0.4514149114774115,39.938,Sprint of 72 riders,Small group sprint,1123.0
Vuelta,2010,7,7,187.1,1161.0,36.0,0.19241047568145378,Flat,Hilly,0.44380364810627987,40.644,Sprint of large group,Large group sprint,1123.0
Vuelta,2010,8,8,188.8,3870.0,230.0,1.2182203389830508,Mountains flat finish,Mountain,0.39811456211272384,36.02,4.8 km solo,Solo,1123.0
Vuelta,2010,9,9,187.0,4329.0,238.0,1.2727272727272727,Hills flat finish,Mountain,0.3797210944692562,34.97,5 km solo,Solo,1123.0
Vuelta,2010,10,10,173.7,2459.0,126.0,0.7253886010362695,Hills flat finish,Hilly_Difficult,0.6079484126984126,41.11,20 km solo,Solo,1123.0
Vuelta,2010,11,11,208.0,4199.0,234.0,1.125,Mountains uphill finish,Mountain,0.44097126484626464,38.314,1.1 km solo,Solo,1123.0
Vuelta,2010,12,12,196.0,2133.0,67.0,0.34183673469387754,Flat,Rolling,0.4384507316084328,48.898,Sprint of large group,Large group sprint,1123.0
Vuelta,2010,13,13,193.7,2305.0,53.0,0.27361899845121324,Flat,Rolling,0.45167068507911806,40.034,Sprint of large group,Large group sprint,1123.0
Vuelta,2010,14,14,178.8,3248.0,236.0,1.319910514541387,Mountains uphill finish,Medium_Mountain,0.4543987554112555,40.222,0.8 km solo,Solo,1123.0
Vuelta,2010,15,15,170.0,2673.0,230.0,1.3529411764705883,Mountains uphill finish,Medium_Mountain,0.3517979256854255,37.19,11 km solo,Solo,1123.0
Vuelta,2010,16,16,181.4,4431.0,340.0,1.8743109151047408,Mountains uphill finish,Mountain,0.5475831164342194,37.276,6 km solo,Solo,1123.0
Vuelta,2010,18,18,148.9,964.0,4.0,0.026863666890530557,Flat,Flat,0.8487095842861132,43.121,Sprint of large group,Large group sprint,1123.0
Vuelta,2010,19,19,200.0,2554.0,57.0,0.285,Flat,Hilly_Difficult,0.3793173097869137,34.916,Sprint of 34 riders,Small group sprint,1123.0
Vuelta,2010,20,20,168.8,4189.0,323.0,1.9135071090047393,Mountains uphill finish,Mountain,0.5761352641381671,35.479,Sprint à deux,Sprint à deux,1123.0
Vuelta,2010,21,21,85.0,750.0,8.0,0.09411764705882353,Flat,Flat,0.673355078948829,41.667,Sprint of large group,Large group sprint,1123.0
Vuelta,2011,2,2,171.5,1305.0,27.0,0.15743440233236153,Flat,Hilly,0.26896624209124204,40.885,Sprint of large group,Large group sprint,1170.0
Vuelta,2011,3,3,164.0,1956.0,82.0,0.5,Hills flat finish,Hilly_Difficult,0.5342316938734725,41.34,13 km solo,Solo,1170.0
Vuelta,2011,4,4,170.2,3687.0,250.0,1.4688601645123385,Mountains uphill finish,Medium_Mountain,0.4066353715728717,34.99,Sprint à deux,Sprint à deux,1170.0
Vuelta,2011,5,5,187.0,3510.0,170.0,0.9090909090909091,Hills uphill finish,Medium_Mountain,0.7730220238095241,39.66,Sprint of small group,Small group sprint,1170.0
Vuelta,2011,6,6,193.4,2181.0,91.0,0.47052740434332985,Hills flat finish,Hilly_Difficult,0.6225834183064471,41.69,Sprint of 46 riders,Small group sprint,1170.0
Vuelta,2011,7,7,185.0,2128.0,44.0,0.23783783783783785,Hills flat finish,Rolling,0.4017932852965746,38.544,Sprint of large group,Large group sprint,1170.0
Vuelta,2011,8,8,183.0,3835.0,218.0,1.1912568306010929,Hills uphill finish,Medium_Mountain,0.4648001803751803,37.99,0.6 km solo,Solo,1170.0
Vuelta,2011,9,9,179.5,2741.0,227.0,1.2646239554317549,Mountains uphill finish,Hilly_Difficult,0.364140422077922,36.854,Sprint of small group,Small group sprint,1170.0
Vuelta,2011,11,11,171.0,4166.0,295.0,1.7251461988304093,Mountains uphill finish,Mountain,0.6010606874742906,36.906,6 km solo,Solo,1170.0
Vuelta,2011,12,12,160.0,2433.0,61.0,0.38125,Hills uphill finish,Rolling,0.4204308849363197,39.503,Sprint of large group,Large group sprint,1170.0
Vuelta,2011,13,13,150.0,3923.0,189.0,1.26,Mountains flat finish,Mountain,0.5950761324051766,34.662,Sprint of 19 riders,Small group sprint,1170.0
Vuelta,2011,14,14,173.2,3631.0,360.0,2.0785219399538106,Mountains uphill finish,Medium_Mountain,0.4147107683982685,37.25,2 km solo,Solo,1170.0
Vuelta,2011,15,15,144.0,3765.0,438.0,3.0416666666666665,Mountains uphill finish,Medium_Mountain,0.40119466991341995,35.712,6 km solo,Solo,1170.0
Vuelta,2011,16,16,180.0,1044.0,9.0,0.05,Flat,Flat,0.7992597736800526,38.307,Sprint of large group,Large group sprint,1170.0
Vuelta,2011,17,17,212.5,3207.0,203.0,0.9552941176470588,Mountains uphill finish,Hilly_Difficult,0.449977118319417,43.57,Sprint à deux,Sprint à deux,1170.0
Vuelta,2011,18,18,169.7,3618.0,158.0,0.9310548025928109,Hills flat finish,Medium_Mountain,0.7052904942279941,38.466,Sprint à deux,Sprint à deux,1170.0
Vuelta,2011,19,19,157.9,2708.0,168.0,1.0639645345155162,Hills flat finish,Medium_Mountain,0.6877124819624817,40.562,21 km solo,Solo,1170.0
Vuelta,2011,20,20,187.0,3206.0,124.0,0.6631016042780749,Hills flat finish,Medium_Mountain,0.6295714285714284,40.167,Sprint of large group,Large group sprint,1170.0
Vuelta,2011,21,21,94.0,828.0,9.0,0.09574468085106383,Flat,Flat,0.663254904817405,40.0,Sprint of large group,Large group sprint,1170.0
Vuelta,2012,2,2,180.0,1915.0,40.0,0.2222222222222222,Hills flat finish,Rolling,0.40951640939469863,38.756,Sprint of large group,Large group sprint,852.0
Vuelta,2012,3,3,153.0,2470.0,162.0,1.0588235294117647,Mountains flat finish,Medium_Mountain,0.42472348484848493,39.98,Sprint of small group,Small group sprint,852.0
Vuelta,2012,4,4,155.4,2870.0,144.0,0.9266409266409266,Mountains uphill finish,Medium_Mountain,0.8235349025974028,34.478,Sprint à deux,Sprint à deux,852.0
Vuelta,2012,5,5,172.0,1079.0,8.0,0.046511627906976744,Flat,Flat,0.8048423057313346,41.178,Sprint of large group,Large group sprint,852.0
Vuelta,2012,6,6,174.8,2291.0,133.0,0.7608695652173912,Hills uphill finish,Hilly_Difficult,0.5723829365079364,38.087,Sprint à deux,Sprint à deux,852.0
Vuelta,2012,7,7,160.0,1300.0,32.0,0.2,Hills flat finish,Hilly,0.317631456043956,42.013,Sprint of large group,Large group sprint,852.0
Vuelta,2012,8,8,175.0,3565.0,257.0,1.4685714285714286,Mountains uphill finish,Medium_Mountain,0.4320373556998558,42.57,Sprint of small group,Small group sprint,852.0
Vuelta,2012,9,9,194.0,2442.0,80.0,0.41237113402061853,Hills uphill finish,Rolling,0.4384974433778781,40.775,Sprint à deux,Sprint à deux,852.0
Vuelta,2012,10,10,166.4,2240.0,47.0,0.2824519230769231,Flat,Rolling,0.6373472222222224,34.739,Sprint of large group,Large group sprint,852.0
Vuelta,2012,12,12,184.6,2589.0,101.0,0.5471289274106176,Hills uphill finish,Hilly_Difficult,0.8081773001620359,41.87,0.4 km solo,Solo,852.0
Vuelta,2012,13,13,172.7,2443.0,89.0,0.5153445280833816,Flat,Hilly_Difficult,0.6749778887217956,42.288,4 km solo,Solo,852.0
Vuelta,2012,14,14,152.0,3951.0,354.0,2.3289473684210527,Mountains uphill finish,Mountain,0.6064017609927055,36.412,Sprint à deux,Sprint à deux,852.0
Vuelta,2012,15,15,186.7,3549.0,305.0,1.6336368505623997,Mountains uphill finish,Medium_Mountain,0.44022007575757577,37.169,11.3 km solo,Solo,852.0
Vuelta,2012,16,16,185.0,5159.0,438.0,2.3675675675675674,Mountains uphill finish,High_Mountain,0.7135438443350596,34.855,1 km solo,Solo,852.0
Vuelta,2012,17,17,187.3,3834.0,208.0,1.1105178857447944,Mountains uphill finish,Medium_Mountain,0.4756527958152958,41.73,13.6 km solo,Solo,852.0
Vuelta,2012,18,18,186.4,1082.0,19.0,0.101931330472103,Flat,Flat,0.7498635651092116,43.47,Sprint of large group,Large group sprint,852.0
Vuelta,2012,19,19,178.4,1719.0,66.0,0.36995515695067266,Hills uphill finish,Rolling,0.5210238095238094,36.111,Sprint of small group,Small group sprint,852.0
Vuelta,2012,20,20,169.5,4291.0,337.0,1.9882005899705015,Mountains uphill finish,Mountain,0.527491322811176,35.21,Sprint à deux,Sprint à deux,852.0
Vuelta,2012,21,21,111.9,751.0,7.0,0.06255585344057193,Flat,Flat,0.9148670673259489,40.703,Sprint of large group,Large group sprint,852.0
Vuelta,2013,2,2,177.7,2317.0,132.0,0.742824985931345,Mountains uphill finish,Hilly_Difficult,0.7078234126984129,38.47,Sprint of 17 riders,Small group sprint,1128.0
Vuelta,2013,3,3,184.8,1878.0,70.0,0.3787878787878788,Hills uphill finish,Rolling,0.4568166666666665,41.02,1 km solo,Solo,1128.0
Vuelta,2013,4,4,189.0,2799.0,107.0,0.5661375661375662,Hills uphill finish,Hilly_Difficult,0.7298175923878324,40.82,Sprint of 22 riders,Small group sprint,1128.0
Vuelta,2013,5,5,174.3,3200.0,113.0,0.6483075157773952,Hills flat finish,Medium_Mountain,0.7011249999999998,38.97,Sprint of large group,Large group sprint,1128.0
Vuelta,2013,6,6,175.0,1620.0,37.0,0.21142857142857144,Flat,Rolling,0.5656666666666665,44.82,Sprint of large group,Large group sprint,1128.0
Vuelta,2013,7,7,205.9,1779.0,28.0,0.1359883438562409,Flat,Flat,0.6623477600830543,42.39,Sprint à deux,Sprint à deux,1128.0
Vuelta,2013,8,8,166.6,2680.0,213.0,1.2785114045618249,Mountains uphill finish,Medium_Mountain,0.4151785173160174,40.02,0.6 km solo,Solo,1128.0
Vuelta,2013,9,9,163.7,2677.0,123.0,0.7513744654856446,Hills uphill finish,Hilly_Difficult,0.45200770308123256,37.93,0.8 km solo,Solo,1128.0
Vuelta,2013,10,10,178.0,3755.0,357.0,2.00561797752809,Mountains uphill finish,Medium_Mountain,0.4136691017316019,39.5,4.6 km solo,Solo,1128.0
Vuelta,2013,12,12,164.2,1765.0,31.0,0.18879415347137637,Flat,Rolling,0.4284786485444378,40.42,Sprint of large group,Large group sprint,1128.0
Vuelta,2013,13,13,169.0,2392.0,106.0,0.6272189349112426,Mountains flat finish,Hilly_Difficult,0.6525858766233764,42.21,1.5 km solo,Solo,1128.0
Vuelta,2013,14,14,155.7,3340.0,273.0,1.7533718689788056,Mountains uphill finish,Mountain,0.4008194391392921,35.39,47 km solo,Solo,1128.0
Vuelta,2013,15,15,224.9,5278.0,407.0,1.8096931969764338,Mountains uphill finish,Mountain,0.5264359459984458,35.49,24 km solo,Solo,1128.0
Vuelta,2013,16,16,146.8,3220.0,211.0,1.4373297002724794,Mountains uphill finish,Medium_Mountain,0.3704135101010101,39.41,Sprint à deux,Sprint à deux,1128.0
Vuelta,2013,17,17,189.0,2080.0,50.0,0.26455026455026454,Hills flat finish,Rolling,0.42262066624895556,39.86,0.8 km solo,Solo,1128.0
Vuelta,2013,18,18,186.5,3879.0,326.0,1.7479892761394102,Mountains uphill finish,Mountain,0.6010111675497708,39.02,43 km solo,Solo,1128.0
Vuelta,2013,19,19,181.0,3052.0,190.0,1.0497237569060773,Mountains uphill finish,Medium_Mountain,0.46282142857142866,42.39,1 km solo,Solo,1128.0
Vuelta,2013,20,20,142.2,3728.0,439.0,3.087201125175809,Mountains uphill finish,Medium_Mountain,0.4009863365800866,36.21,6 km solo,Solo,1128.0
Vuelta,2013,21,21,109.6,741.0,7.0,0.06386861313868614,Flat,Flat,0.9148670673259489,40.1,Sprint of large group,Large group sprint,1128.0
Vuelta,2014,2,2,174.4,1308.0,17.0,0.09747706422018348,Flat,Flat,0.8110919844152238,43.33,Sprint of large group,Large group sprint,1175.0
Vuelta,2014,3,3,197.8,2917.0,107.0,0.5409504550050556,Hills uphill finish,Hilly_Difficult,0.7417744678652963,38.01,Sprint of 17 riders,Small group sprint,1175.0
Vuelta,2014,4,4,164.7,1474.0,81.0,0.49180327868852464,Flat,Hilly_Difficult,0.3774888914956444,40.68,Sprint of 60 riders,Small group sprint,1175.0
Vuelta,2014,5,5,180.0,2149.0,72.0,0.4,Flat,Rolling,0.47788736899065853,38.33,Sprint of 58 riders,Small group sprint,1175.0
Vuelta,2014,6,6,167.1,2977.0,175.0,1.0472770795930582,Hills uphill finish,Medium_Mountain,0.7492263708513708,36.4,Sprint of small group,Small group sprint,1175.0
Vuelta,2014,7,7,169.0,2744.0,126.0,0.7455621301775148,Hills uphill finish,Hilly_Difficult,0.48493948412698407,41.92,13 km solo,Solo,1175.0
Vuelta,2014,8,8,207.0,1663.0,14.0,0.06763285024154589,Flat,Flat,0.7549594323267894,46.17,Sprint of 55 riders,Small group sprint,1175.0
Vuelta,2014,9,9,185.0,3080.0,203.0,1.0972972972972972,Mountains uphill finish,Medium_Mountain,0.46682142857142855,40.48,6.5 km solo,Solo,1175.0
Vuelta,2014,11,11,153.4,2432.0,211.0,1.3754889178617993,Mountains uphill finish,Medium_Mountain,0.36568939393939376,41.64,1 km solo,Solo,1175.0
Vuelta,2014,12,12,166.4,1070.0,11.0,0.06610576923076923,Flat,Flat,0.8034483663373951,39.73,Sprint of large group,Large group sprint,1175.0
