Fahrer;Team;Alter Start;Alter Ende;Overall Start;Overall Ende;Entwicklung;Status
David Gabrick;Vereinslos / Free Agent;24;29;55.66;60.78;+5.12;Active
Diogo Oliveira;Vereinslos / Free Agent;22;27;58.34;63.46;+5.12;Active
Lucas Towers;Vereinslos / Free Agent;23;28;64.73;69.85;+5.12;Active
Dylan Eather;Vereinslos / Free Agent;24;29;56.88;62.00;+5.12;Active
Nicholas Scarpelli;Vereinslos / Free Agent;23;28;59.91;65.03;+5.12;Active
tepán Dalecký;Vereinslos / Free Agent;21;26;58.80;63.92;+5.12;Active
Ethan Dunham;Vereinslos / Free Agent;24;29;62.34;67.46;+5.12;Active
Alexandre Kess;Nintendo - Colnago;23;28;68.12;73.23;+5.11;Active
Michiel Mouris;Vereinslos / Free Agent;20;25;65.22;70.33;+5.11;Active
Kristoffer Gullhav;Vereinslos / Free Agent;21;26;59.91;65.01;+5.10;Active
Yintse Van der Looij;Vereinslos / Free Agent;20;25;60.79;65.89;+5.10;Active
Alan López;Vereinslos / Free Agent;22;27;61.36;66.45;+5.09;Active
Elias Saigh;Vereinslos / Free Agent;21;26;62.17;67.26;+5.09;Active
Augustus De Groote;Vereinslos / Free Agent;20;25;57.80;62.88;+5.08;Active
Jonathan Lebreton;Vereinslos / Free Agent;21;26;62.12;67.19;+5.07;Active
Hans Rullier;Vereinslos / Free Agent;23;28;64.87;69.93;+5.06;Active
Bruno Lopes;Vereinslos / Free Agent;22;27;58.08;63.14;+5.06;Active
Tommaso Brunori;Vereinslos / Free Agent;22;27;59.53;64.59;+5.06;Active
Marius Sonsteby;Vereinslos / Free Agent;22;27;57.49;62.55;+5.06;Active
John Alexander Agudelo;Vereinslos / Free Agent;22;27;63.38;68.44;+5.06;Active
Daniel Cepa;Vereinslos / Free Agent;22;27;65.69;70.74;+5.05;Active
Kade Kreikemeier;Vereinslos / Free Agent;23;28;65.17;70.22;+5.05;Active
Tommaso Tabotta;Vereinslos / Free Agent;22;27;60.06;65.10;+5.04;Active
Gasper Klanjscek;Vereinslos / Free Agent;21;26;61.39;66.42;+5.03;Active
Nicolas Bialon;Vereinslos / Free Agent;20;25;61.80;66.83;+5.03;Active
Riccardo Perani;Allianz - Giant;23;28;67.13;72.15;+5.02;Active
Colin Ossiansson;Vereinslos / Free Agent;21;26;60.02;65.04;+5.02;Active
Guus van den Eijnden;Haribo - Specialized;21;26;68.39;73.41;+5.02;Active
Reinhardt Geyser;Vereinslos / Free Agent;22;27;63.83;68.85;+5.02;Active
Thor De Paepe;Vereinslos / Free Agent;21;26;60.29;65.31;+5.02;Active
William Graff;Vereinslos / Free Agent;21;26;65.38;70.39;+5.01;Active
Edgard Berthelemy;Vereinslos / Free Agent;20;25;62.80;67.81;+5.01;Active
Léopold Dallemagne;Vereinslos / Free Agent;21;26;64.05;69.06;+5.01;Active
Mykola Hovorun;Vereinslos / Free Agent;22;27;58.17;63.18;+5.01;Active
Hugo Persson;Vereinslos / Free Agent;22;27;60.07;65.07;+5.00;Active
Kacper Peret;Vereinslos / Free Agent;24;29;54.11;59.10;+4.99;Active
Patrik Toman;Vereinslos / Free Agent;22;27;61.91;66.90;+4.99;Active
Moisés Alejandro Garcia Vera;Vereinslos / Free Agent;22;27;61.44;66.43;+4.99;Active
Otto Schultz Jølving;Vereinslos / Free Agent;20;25;63.19;68.18;+4.99;Active
Yoel Habteab;Lavazza - Pirelli;23;28;68.10;73.08;+4.98;Active
Denis Hoza;Vereinslos / Free Agent;24;29;61.55;66.53;+4.98;Active
Lui Bengelsdorf;Vereinslos / Free Agent;22;27;61.73;66.71;+4.98;Active
Patrick Torrison;Vereinslos / Free Agent;23;28;54.65;59.62;+4.97;Active
Yannick Van Gils;Vereinslos / Free Agent;23;28;63.26;68.23;+4.97;Active
Márkó Tóth;Vereinslos / Free Agent;21;26;63.68;68.64;+4.96;Active
Ben Houlihan;Vereinslos / Free Agent;23;28;63.37;68.33;+4.96;Active
Bastian Maxim;Vereinslos / Free Agent;20;25;61.25;66.20;+4.95;Active
Jan Podaril;Vereinslos / Free Agent;21;26;61.79;66.74;+4.95;Active
Matthias Gusner;Vereinslos / Free Agent;24;29;63.64;68.58;+4.94;Active
Igor Halicki;Vereinslos / Free Agent;22;27;59.46;64.40;+4.94;Active
Matthew Peace;Vereinslos / Free Agent;20;25;64.08;69.02;+4.94;Active
Simon Oppel;Vereinslos / Free Agent;23;28;57.58;62.52;+4.94;Active
Mateusz Deren;Vereinslos / Free Agent;22;27;58.39;63.33;+4.94;Active
Herman Emil Eriksen;Vereinslos / Free Agent;22;27;64.34;69.27;+4.93;Active
Matisse Van Kerckhove;Statkraft - Colnago;20;25;69.30;74.23;+4.93;Active
Lorenzo Tedeschi;Vereinslos / Free Agent;24;29;60.26;65.19;+4.93;Active
Mikolaj Kyzym;Vereinslos / Free Agent;21;26;59.22;64.13;+4.91;Active
Kevin Bertoncelli;Vereinslos / Free Agent;20;25;61.77;66.68;+4.91;Active
Szymon Beben;Vereinslos / Free Agent;21;26;61.32;66.22;+4.90;Active
Rubén García Galán;Vereinslos / Free Agent;22;27;61.95;66.85;+4.90;Active
Oliver Aukland;Vereinslos / Free Agent;23;28;63.36;68.25;+4.89;Active
Thor Michielsen;Vereinslos / Free Agent;19;24;63.45;68.34;+4.89;Active
Alex Goetham;Vereinslos / Free Agent;24;29;57.63;62.51;+4.88;Active
Andre Guia;Vereinslos / Free Agent;22;27;60.19;65.07;+4.88;Active
Steffen De Schuyteneer;Zalando - Continental;22;27;70.21;75.09;+4.88;Active
Brendan Luongo;Vereinslos / Free Agent;21;26;61.68;66.56;+4.88;Active
Gabriel Ulcuango;Vereinslos / Free Agent;22;27;61.14;66.01;+4.87;Active
Estevan Delaunay;Vereinslos / Free Agent;23;28;63.52;68.39;+4.87;Active
Tomas Saldarriaga Berdugo;Vereinslos / Free Agent;21;26;63.25;68.12;+4.87;Active
Jean Bosco Mushinzimana;Vereinslos / Free Agent;23;28;61.65;66.51;+4.86;Active
Davide Quadriglia;Vereinslos / Free Agent;21;26;60.90;65.76;+4.86;Active
Lorenzo Anniballi;Vereinslos / Free Agent;23;28;62.81;67.67;+4.86;Active
Alfredo Vencis;Vereinslos / Free Agent;21;26;58.23;63.09;+4.86;Active
Johan Rubio;Vereinslos / Free Agent;20;25;61.80;66.66;+4.86;Active
Will Smith;Barilla - Zwift;23;28;68.14;73.00;+4.86;Active
Sérgio Magalhães;Vereinslos / Free Agent;24;29;60.37;65.23;+4.86;Active
Sofian Corniglion;Vereinslos / Free Agent;22;27;63.43;68.28;+4.85;Active
iga Kalan;Vereinslos / Free Agent;22;27;56.59;61.43;+4.84;Active
Ross Birrell;Vereinslos / Free Agent;23;28;62.68;67.52;+4.84;Active
Joel Diaz;Vereinslos / Free Agent;23;28;64.13;68.97;+4.84;Active
Awet Kibrom;Vereinslos / Free Agent;22;27;64.03;68.87;+4.84;Active
Fabiano Faieta;Vereinslos / Free Agent;22;27;57.86;62.69;+4.83;Active
Adam Bradác;Vereinslos / Free Agent;21;26;63.63;68.46;+4.83;Active
Jed Smithson;Vattenfall - Focus;21;26;67.98;72.81;+4.83;Active
Louis Grupp;Vereinslos / Free Agent;21;26;63.42;68.24;+4.82;Active
Taylor Churchill;Vereinslos / Free Agent;21;26;64.55;69.37;+4.82;Active
Tom Stephenson;Vereinslos / Free Agent;22;27;62.05;66.86;+4.81;Active
Esteban Sorli;Vereinslos / Free Agent;22;27;62.66;67.46;+4.80;Active
Mattéo Moncoutié;Vereinslos / Free Agent;21;26;62.37;67.16;+4.79;Active
Davide Donati;Ikea - Adidas;22;27;70.89;75.68;+4.79;Active
Corneel Vanslembrouck;Vereinslos / Free Agent;20;25;61.84;66.63;+4.79;Active
Bruno Kessler;Leica - Trek;21;26;66.98;71.76;+4.78;Active
Evar Saul;Vereinslos / Free Agent;21;26;60.51;65.29;+4.78;Active
Robbe Geudens;Vereinslos / Free Agent;23;28;63.08;67.86;+4.78;Active
Samuele Mion;Vereinslos / Free Agent;23;28;62.15;66.92;+4.77;Active
Vojtech Seidl;Vereinslos / Free Agent;22;27;59.57;64.34;+4.77;Active
Franciszek Kocur;Vereinslos / Free Agent;21;26;64.57;69.34;+4.77;Active
Tom Williams;Vereinslos / Free Agent;23;28;64.26;69.03;+4.77;Active
Matteo Creatini;Vereinslos / Free Agent;22;27;59.15;63.92;+4.77;Active
Antoni Quintero;Vereinslos / Free Agent;22;27;63.03;67.80;+4.77;Active
Oscar Gallagher;Vereinslos / Free Agent;20;25;61.27;66.03;+4.76;Active
Kacper Doppke;Vereinslos / Free Agent;21;26;56.69;61.45;+4.76;Active
Philippe Jacob;Vereinslos / Free Agent;23;28;65.05;69.80;+4.75;Active
Angus Stoneham;Vereinslos / Free Agent;22;27;62.91;67.65;+4.74;Active
Yostin Villarreal;Vereinslos / Free Agent;21;26;57.46;62.20;+4.74;Active
William Cooper;Vereinslos / Free Agent;23;28;64.01;68.74;+4.73;Active
Kasper Borremans;Carl Zeiss - Felt;20;25;67.51;72.24;+4.73;Active
Juan David Alzate;Vereinslos / Free Agent;24;29;63.11;67.84;+4.73;Active
Valentin Hofer;Vereinslos / Free Agent;20;25;64.01;68.74;+4.73;Active
Bohémond Barrillot;Vereinslos / Free Agent;23;28;66.00;70.73;+4.73;Active
Samaël Fleury-Nadeau;Vereinslos / Free Agent;22;27;60.93;65.65;+4.72;Active
Esteban Foucher;Vereinslos / Free Agent;21;26;62.82;67.54;+4.72;Active
Jonas Walton;Vereinslos / Free Agent;23;28;65.62;70.34;+4.72;Active
Xander Verhagen;Vereinslos / Free Agent;23;28;61.30;66.02;+4.72;Active
Koshi Narita;Vereinslos / Free Agent;19;24;61.80;66.52;+4.72;Active
Luis Alberto Lajarín;Vereinslos / Free Agent;20;25;63.47;68.18;+4.71;Active
Luca Bovet;Vereinslos / Free Agent;21;26;61.41;66.12;+4.71;Active
Stefano Sacchet;Vereinslos / Free Agent;21;26;62.07;66.78;+4.71;Active
Thomas Capra;Allianz - Giant;22;27;67.04;71.75;+4.71;Active
Samuele Valsecchi;Vereinslos / Free Agent;22;27;60.16;64.86;+4.70;Active
Guillaume Van Vlaenderen;Vereinslos / Free Agent;23;28;60.76;65.46;+4.70;Active
Ville Merlöv;Vereinslos / Free Agent;22;27;63.71;68.41;+4.70;Active
Joseph Smith;Vereinslos / Free Agent;23;28;62.24;66.94;+4.70;Active
Gonçalo Amaral;Vereinslos / Free Agent;22;27;60.44;65.14;+4.70;Active
David Sandberg;Vereinslos / Free Agent;22;27;61.78;66.46;+4.68;Active
Fynn Ury;Vereinslos / Free Agent;21;26;59.65;64.32;+4.67;Active
Oskar Rønn;Vereinslos / Free Agent;22;27;60.67;65.33;+4.66;Active
Tallis Pritchard;Vereinslos / Free Agent;20;25;56.02;60.67;+4.65;Active
Tobias Svarre;Swiss Re - BMC;22;27;69.54;74.18;+4.64;Active
Luca Oberlechner;Vereinslos / Free Agent;23;28;62.03;66.66;+4.63;Active
Mats Vanden Eynde;Vereinslos / Free Agent;20;25;64.27;68.90;+4.63;Active
Jaka poljar;Vereinslos / Free Agent;24;29;64.00;68.62;+4.62;Active
Rens Grömmel;Vereinslos / Free Agent;22;27;61.53;66.15;+4.62;Active
Marceli Pera;Vereinslos / Free Agent;21;26;61.86;66.47;+4.61;Active
Nathan Dos Reis Graca;Vereinslos / Free Agent;22;27;62.06;66.67;+4.61;Active
Andrea De Marchi;Vereinslos / Free Agent;22;27;61.34;65.94;+4.60;Active
Markel González;Vereinslos / Free Agent;20;25;59.57;64.17;+4.60;Active
João Mendes;Vereinslos / Free Agent;21;26;55.75;60.34;+4.59;Active
Rindert Buiter;Vereinslos / Free Agent;23;28;64.32;68.91;+4.59;Active
Niel Meulemans;Vereinslos / Free Agent;22;27;61.63;66.22;+4.59;Active
Simon Wirz;Vereinslos / Free Agent;22;27;60.73;65.32;+4.59;Active
Jasper Christiaens;Vereinslos / Free Agent;20;25;61.50;66.09;+4.59;Active
Yonatan Kidane;Vereinslos / Free Agent;25;30;56.87;61.46;+4.59;Active
Luis Straßer;Vereinslos / Free Agent;21;26;60.60;65.19;+4.59;Active
Rafael Soares;Vereinslos / Free Agent;22;27;59.24;63.83;+4.59;Active
Joaquin Medina;Vereinslos / Free Agent;20;25;61.01;65.59;+4.58;Active
Jente Klaver;Vereinslos / Free Agent;23;28;62.34;66.91;+4.57;Active
Tamás Hancz;Vereinslos / Free Agent;21;26;62.68;67.25;+4.57;Active
Frederik Bjørn Sørensen;Vereinslos / Free Agent;24;29;64.39;68.95;+4.56;Active
Stijn Geersing;Vereinslos / Free Agent;22;27;59.41;63.96;+4.55;Active
Riccardo Biondani;Vereinslos / Free Agent;21;26;64.86;69.41;+4.55;Active
Cedric Keppens;Vereinslos / Free Agent;21;26;64.44;68.98;+4.54;Active
Matyá Koblíek;Vereinslos / Free Agent;23;28;62.26;66.80;+4.54;Active
Noah Borgen Morell;Vereinslos / Free Agent;22;27;65.05;69.59;+4.54;Active
Axel Vuillier;Vereinslos / Free Agent;20;25;61.91;66.45;+4.54;Active
Jean-Pierre Niringiyimana;Vereinslos / Free Agent;23;28;62.40;66.94;+4.54;Active
Adam Rafferty;Leica - Trek;21;26;68.00;72.53;+4.53;Active
Leonardo Vesco;Vereinslos / Free Agent;21;26;64.73;69.26;+4.53;Active
Maxime Bourassa;Vereinslos / Free Agent;20;25;61.34;65.87;+4.53;Active
Petr Hladík;Vereinslos / Free Agent;21;26;56.00;60.52;+4.52;Active
Joan Roca;Vereinslos / Free Agent;21;26;63.39;67.91;+4.52;Active
Jasper Mons;Vereinslos / Free Agent;20;25;62.50;67.02;+4.52;Active
Luca Travaglia;Vereinslos / Free Agent;20;25;55.58;60.10;+4.52;Active
Adonis Vivas;Vereinslos / Free Agent;22;27;59.28;63.80;+4.52;Active
Fabrizio Crozzolo;Vereinslos / Free Agent;22;27;65.64;70.15;+4.51;Active
Aidan Teese;Vereinslos / Free Agent;23;28;62.69;67.20;+4.51;Active
Justin de Hart;Vereinslos / Free Agent;22;27;62.69;67.20;+4.51;Active
Pietro Dapporto;Vereinslos / Free Agent;21;26;60.92;65.42;+4.50;Active
Simen Evertsen-Hegreberg;Vereinslos / Free Agent;23;28;66.59;71.09;+4.50;Active
Luke Brennan;Vereinslos / Free Agent;22;27;60.85;65.34;+4.49;Active
Henri-Johannes Appelbaum;Vereinslos / Free Agent;22;27;66.18;70.67;+4.49;Active
Frank Rademaker;Vereinslos / Free Agent;22;27;63.60;68.09;+4.49;Active
Samuele Privitera;Vattenfall - Focus;21;26;66.90;71.38;+4.48;Active
Bernardo Cambareri;Vereinslos / Free Agent;22;27;64.61;69.09;+4.48;Active
Tom Lambert-Wetzel;Vereinslos / Free Agent;22;27;63.18;67.66;+4.48;Active
Rémi Daumas;Vereinslos / Free Agent;21;26;65.27;69.75;+4.48;Active
Aurélien Kayser;Vereinslos / Free Agent;21;26;63.33;67.81;+4.48;Active
Nuno Oliveira;Vereinslos / Free Agent;22;27;59.01;63.49;+4.48;Active
Tobias Lundberg;Vereinslos / Free Agent;22;27;59.72;64.19;+4.47;Active
Lenn De Roovere;Vereinslos / Free Agent;20;25;60.70;65.17;+4.47;Active
Ellande Larronde;Vereinslos / Free Agent;20;25;63.81;68.28;+4.47;Active
Mads Leander Fredriksen;Vereinslos / Free Agent;24;29;61.87;66.33;+4.46;Active
Baptiste Lecoq;Vereinslos / Free Agent;19;24;62.19;66.64;+4.45;Active
Viktor Rudnytskyi;Vereinslos / Free Agent;21;26;59.88;64.33;+4.45;Active
Brayan Esteban Malaver;Vereinslos / Free Agent;25;30;62.50;66.95;+4.45;Active
Gaëtan Verleyen;Vereinslos / Free Agent;24;29;64.80;69.24;+4.44;Active
Wessel van Keulen;Vereinslos / Free Agent;21;26;58.85;63.29;+4.44;Active
Santiago Videla;Vereinslos / Free Agent;22;27;59.78;64.22;+4.44;Active
Tomá evecka;Vereinslos / Free Agent;24;29;57.99;62.43;+4.44;Active
Adam Bittman;Vereinslos / Free Agent;21;26;63.20;67.63;+4.43;Active
José Salgueiro;Vereinslos / Free Agent;20;25;61.89;66.32;+4.43;Active
Diégo Charteau;Vereinslos / Free Agent;21;26;62.75;67.17;+4.42;Active
Sebastian Robles Larsen;Vereinslos / Free Agent;23;28;64.70;69.12;+4.42;Active
Antoine Basset;Sennheiser - Michelin;21;26;65.80;70.22;+4.42;Active
Steijn Oosterveld;Vereinslos / Free Agent;21;26;60.96;65.38;+4.42;Active
Jaromír Kohout;Vereinslos / Free Agent;21;26;59.48;63.89;+4.41;Active
Max Bock;Vereinslos / Free Agent;22;27;65.03;69.44;+4.41;Active
Justus Willemsen;Vereinslos / Free Agent;23;28;57.50;61.91;+4.41;Active
Maksymilian Wisniowski;Vereinslos / Free Agent;22;27;57.83;62.24;+4.41;Active
Jesper Stiansen;Vereinslos / Free Agent;22;27;66.13;70.54;+4.41;Active
Nicolò Birello;Vereinslos / Free Agent;22;27;59.08;63.48;+4.40;Active
Toon De Zutter;Vereinslos / Free Agent;20;25;60.07;64.47;+4.40;Active
Joshua Cranage;Vereinslos / Free Agent;21;26;64.60;68.98;+4.38;Active
Nil Aguilera;Vereinslos / Free Agent;23;28;65.10;69.48;+4.38;Active
Lachlan McNabb;Vereinslos / Free Agent;21;26;63.57;67.95;+4.38;Active
Dylan Hicks;Endura - Vittoria;23;28;68.15;72.52;+4.37;Active
Noah Streif;Vereinslos / Free Agent;21;26;65.56;69.93;+4.37;Active
Matthew Connan;Vereinslos / Free Agent;24;29;62.99;67.36;+4.37;Active
Dávid Dobai;Vereinslos / Free Agent;22;27;58.65;63.02;+4.37;Active
Marco David Montaña;Vereinslos / Free Agent;22;27;59.81;64.18;+4.37;Active
Mads Schulz;Vereinslos / Free Agent;21;26;63.75;68.11;+4.36;Active
Juan Felipe Rodriguez;Vereinslos / Free Agent;23;28;64.52;68.88;+4.36;Active
Simone Galbusera;Vereinslos / Free Agent;21;26;62.52;66.88;+4.36;Active
Callum McGrail;Vereinslos / Free Agent;21;26;61.59;65.95;+4.36;Active
Marc Sato;Vereinslos / Free Agent;23;28;59.24;63.60;+4.36;Active
Andrea Montagner;Vereinslos / Free Agent;21;26;63.54;67.90;+4.36;Active
Xabier Zabala;Vereinslos / Free Agent;22;27;62.33;66.68;+4.35;Active
Victor Vad;Vereinslos / Free Agent;22;27;62.55;66.90;+4.35;Active
Finn Mason;Vereinslos / Free Agent;22;27;62.70;67.05;+4.35;Active
Danyom Fitsumberhan;Vereinslos / Free Agent;22;27;63.02;67.37;+4.35;Active
Anton Louw Larsen;Vereinslos / Free Agent;21;26;64.09;68.43;+4.34;Active
Michal Zelazowski;Vereinslos / Free Agent;22;27;65.24;69.58;+4.34;Active
Facundo Ambrossi;Vereinslos / Free Agent;20;25;63.04;67.37;+4.33;Active
Stef Koning;Vereinslos / Free Agent;23;28;65.81;70.13;+4.32;Active
Jayden McMullen;Vereinslos / Free Agent;21;26;60.99;65.31;+4.32;Active
Dario Giuliano;Vereinslos / Free Agent;22;27;65.34;69.66;+4.32;Active
Zak Machin;Vereinslos / Free Agent;21;26;62.26;66.58;+4.32;Active
Morgan Borrie;Vereinslos / Free Agent;24;29;60.92;65.23;+4.31;Active
Tommaso Anastasia;Vereinslos / Free Agent;20;25;62.89;67.20;+4.31;Active
Louic Boussemaere;Vereinslos / Free Agent;20;25;65.44;69.74;+4.30;Active
Martí Mir Recio;Vereinslos / Free Agent;21;26;61.58;65.88;+4.30;Active
Ruud Junior Nagengast;Vereinslos / Free Agent;21;26;64.90;69.19;+4.29;Active
Valentín Castro;Vereinslos / Free Agent;21;26;61.94;66.23;+4.29;Active
Étienne Gagné;Vereinslos / Free Agent;22;27;61.04;65.33;+4.29;Active
Cisse Duts;Vereinslos / Free Agent;21;26;59.14;63.43;+4.29;Active
Leo Lounela;Vereinslos / Free Agent;21;26;60.26;64.54;+4.28;Active
Jakub Galovic;Vereinslos / Free Agent;22;27;63.57;67.85;+4.28;Active
Alessandro Pellegrini;Vereinslos / Free Agent;23;28;63.50;67.78;+4.28;Active
Marcel Skok;Vereinslos / Free Agent;22;27;61.43;65.71;+4.28;Active
Viktor Soenens;Falke - Scott;21;26;71.78;76.06;+4.28;Active
Rui Udagawa;Vereinslos / Free Agent;24;29;63.45;67.73;+4.28;Active
Nio Vandevorst;Vereinslos / Free Agent;21;26;62.84;67.11;+4.27;Active
Bram Danklof;Vereinslos / Free Agent;20;25;64.21;68.48;+4.27;Active
Alejandro Che;Vereinslos / Free Agent;21;26;61.45;65.71;+4.26;Active
Tommaso Alunni;Vereinslos / Free Agent;21;26;62.30;66.56;+4.26;Active
Sondre Elias Skjolden;Vereinslos / Free Agent;21;26;59.76;64.02;+4.26;Active
Adrian Gonzalez Mesa;Vereinslos / Free Agent;22;27;61.06;65.32;+4.26;Active
Sander Eeckhout;Vereinslos / Free Agent;24;29;63.33;67.58;+4.25;Active
Marc Zafra;Vereinslos / Free Agent;20;25;65.26;69.51;+4.25;Active
Cas van der Veen;Generali - Mammut;22;27;67.15;71.40;+4.25;Active
D'Arcy Sanders;Vereinslos / Free Agent;23;28;60.35;64.59;+4.24;Active
Stephano Arias;Vereinslos / Free Agent;24;29;58.39;62.63;+4.24;Active
Marcelo Garza;Vereinslos / Free Agent;20;25;58.83;63.07;+4.24;Active
Ibai Azanza;Vereinslos / Free Agent;23;28;66.05;70.28;+4.23;Active
Nicolò Arrighetti;Volvic - Corratec;22;27;67.09;71.32;+4.23;Active
Ramiro Engel;Vereinslos / Free Agent;23;28;57.49;61.72;+4.23;Active
Vos Coleman;Vereinslos / Free Agent;19;24;61.85;66.08;+4.23;Active
José Mañeru;Vereinslos / Free Agent;24;29;57.27;61.49;+4.22;Active
Jakub Kielin;Vereinslos / Free Agent;21;26;57.42;61.64;+4.22;Active
Paul Seixas;Ferrero - Giro;20;25;74.59;78.80;+4.21;Active
Manolo Wrolich;Vereinslos / Free Agent;21;26;61.68;65.89;+4.21;Active
Sal Meijers;Vereinslos / Free Agent;23;28;59.94;64.15;+4.21;Active
Tomá Sivok;Vereinslos / Free Agent;23;28;65.89;70.10;+4.21;Active
Ollie Boarer;Vereinslos / Free Agent;21;26;63.66;67.87;+4.21;Active
Heorhii Chyzhykov;Vereinslos / Free Agent;21;26;63.02;67.22;+4.20;Active
Jules Simon;Vereinslos / Free Agent;21;26;62.45;66.65;+4.20;Active
Pietro Mattio;Spotify - Cervelo;23;28;70.11;74.31;+4.20;Active
Ugo Fabries;Shimano - Tissot;21;26;67.15;71.34;+4.19;Active
Tommaso Colombo;Vereinslos / Free Agent;21;26;60.79;64.98;+4.19;Active
Owen Musset;Vereinslos / Free Agent;24;29;61.85;66.03;+4.18;Active
Vicente Azevedo;Vereinslos / Free Agent;22;27;57.81;61.98;+4.17;Active
Gennadii Morgun;Vereinslos / Free Agent;24;29;56.88;61.05;+4.17;Active
Anton Skutnabb;Vereinslos / Free Agent;23;28;59.17;63.33;+4.16;Active
Storm Ingebrigtsen;SMA Solar - Bell;22;27;67.50;71.65;+4.15;Active
Filippo Vanoni;Vereinslos / Free Agent;23;28;63.22;67.37;+4.15;Active
Hugo Kars;Vereinslos / Free Agent;25;30;63.31;67.45;+4.14;Active
Benedek Berencsi;Vereinslos / Free Agent;19;24;60.91;65.05;+4.14;Active
Luis García;Vereinslos / Free Agent;22;27;63.20;67.33;+4.13;Active
Gabin Favard;Vereinslos / Free Agent;21;26;61.28;65.41;+4.13;Active
Arthur Guillet;Vereinslos / Free Agent;22;27;60.79;64.92;+4.13;Active
Hugo Duclos-Lassalle;Vereinslos / Free Agent;20;25;61.61;65.74;+4.13;Active
Corentin Devroute;Volvic - Corratec;23;28;67.49;71.62;+4.13;Active
Asger Paaske Frederiksen;Vereinslos / Free Agent;22;27;59.92;64.04;+4.12;Active
Dawid Lewandowski;Vereinslos / Free Agent;21;26;66.12;70.24;+4.12;Active
Clément Sanchez;Patagonia - Fuji;21;26;66.26;70.37;+4.11;Active
Samuel Florez;Ortlieb - Sony;21;26;66.47;70.58;+4.11;Active
Walter Exequiel Ramos;Vereinslos / Free Agent;22;27;58.86;62.97;+4.11;Active
Luuk Verbruggen;Vereinslos / Free Agent;23;28;63.03;67.14;+4.11;Active
Davide Frigo;Vereinslos / Free Agent;20;25;61.75;65.86;+4.11;Active
Jort Dockx;Vereinslos / Free Agent;20;25;61.30;65.41;+4.11;Active
Josh Charlton;Vereinslos / Free Agent;24;29;64.59;68.69;+4.10;Active
Dylan Proctor-Parker;Vereinslos / Free Agent;22;27;63.73;67.83;+4.10;Active
Guillem Bel;Vereinslos / Free Agent;23;28;62.29;66.39;+4.10;Active
Pietro Sterbini;Vereinslos / Free Agent;22;27;63.28;67.37;+4.09;Active
Michael Carletti;Vereinslos / Free Agent;22;27;59.88;63.97;+4.09;Active
Manu Moore;Vereinslos / Free Agent;23;28;62.86;66.95;+4.09;Active
Noah Møller Andersen;Vereinslos / Free Agent;20;25;65.71;69.79;+4.08;Active
Franciszek Matuszewski;Vereinslos / Free Agent;20;25;60.97;65.05;+4.08;Active
Sergi Darder;Orange - Ridley;24;29;67.71;71.78;+4.07;Active
Daniel Weis;Vereinslos / Free Agent;21;26;64.72;68.79;+4.07;Active
Pablo Torres;Philips - Santander;21;26;72.15;76.22;+4.07;Active
Frederik Dupont Hougaard;Vereinslos / Free Agent;21;26;62.32;66.39;+4.07;Active
Edward Pawson;Vereinslos / Free Agent;22;27;63.43;67.50;+4.07;Active
Gustav Lorenzen;Vereinslos / Free Agent;22;27;63.37;67.44;+4.07;Active
José Teixeira;Vereinslos / Free Agent;22;27;57.29;61.36;+4.07;Active
Cédric Van Raemdonck;Vereinslos / Free Agent;24;29;64.93;68.99;+4.06;Active
Victor Hannes;Carl Zeiss - Felt;23;28;67.90;71.96;+4.06;Active
Wout Joore;Vereinslos / Free Agent;23;28;64.43;68.49;+4.06;Active
Nikolas Klimavicius;Vereinslos / Free Agent;21;26;60.70;64.76;+4.06;Active
Afonso Sobral;Vereinslos / Free Agent;23;28;58.07;62.12;+4.05;Active
Ákos Mindszenti;Vereinslos / Free Agent;22;27;61.72;65.76;+4.04;Active
Alexander Erasmus;Vereinslos / Free Agent;20;25;62.28;66.32;+4.04;Active
Yanis Seguin;Vereinslos / Free Agent;24;29;62.59;66.63;+4.04;Active
Martin Solhaug Hansen;Volvic - Corratec;24;29;67.46;71.49;+4.03;Active
Niels Tenniglo;Vereinslos / Free Agent;23;28;59.31;63.34;+4.03;Active
Luka Radmanovic;Vereinslos / Free Agent;23;28;55.03;59.06;+4.03;Active
Aimar Marín;Vereinslos / Free Agent;20;25;62.27;66.29;+4.02;Active
Renato Favero;Vereinslos / Free Agent;22;27;63.87;67.89;+4.02;Active
Eñaut Urkaregi;Vereinslos / Free Agent;20;25;64.10;68.12;+4.02;Active
Erick Gonzalez;Vereinslos / Free Agent;22;27;61.52;65.53;+4.01;Active
Alejandro Merenciano;Vereinslos / Free Agent;22;27;61.04;65.03;+3.99;Active
Ashlin Barry;Dassault - Time;19;24;66.48;70.47;+3.99;Active
Etienne Dugre-Arcand;Vereinslos / Free Agent;23;28;58.11;62.08;+3.97;Active
Nolan Huysmans;Vereinslos / Free Agent;21;26;63.29;67.26;+3.97;Active
Leonardo Meccia;Vereinslos / Free Agent;21;26;62.45;66.42;+3.97;Active
Filipe Simas;Vereinslos / Free Agent;22;27;57.21;61.18;+3.97;Active
Vincent Bodet;Vereinslos / Free Agent;22;27;65.88;69.84;+3.96;Active
Ulrik Tvedt;VW - Continental - Rose;24;29;66.99;70.95;+3.96;Active
Serhii Sydor;Vereinslos / Free Agent;24;29;64.45;68.41;+3.96;Active
